timestamp,benchmark,test_id,difficulty,success,num_moves,tokens_used,time_seconds,error,instance_id,size,complexity,similarity,parse_mode,lenient_rescue,model_id,model_tag,reasoning,temperature,backend,block_index,arm_order,schedule_hash,run_config_hash,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,requested_max_tokens,requested_reasoning,retries,retry_errors,response_model,provider,system_fingerprint
2026-07-30T13:09:14.191550+00:00,rubiks,45,6,False,0,26105,357.9454128742218,Cube not solved,rubiksnom-d06-i045,3x3x3,6,0.3148,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,2,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,25481,25378,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T13:16:37.608395+00:00,rubiks,27,6,False,0,6891,91.91531419754028,No valid Singmaster moves found in response,rubiksnom-d06-i027,3x3x3,5,,none,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,6,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,6267,6214,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T13:57:42.066949+00:00,rubiks,18,6,False,0,16753,238.90016913414001,Cube not solved,rubiksnom-d06-i018,3x3x3,6,0.2963,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,25,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,16129,16056,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T14:12:49.837512+00:00,rubiks,29,6,False,0,17639,264.7700688838959,Cube not solved,rubiksnom-d06-i029,3x3x3,6,0.2407,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,30,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,17015,16954,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T14:45:41.684701+00:00,rubiks,31,6,False,0,15167,246.00691199302673,Cube not solved,rubiksnom-d06-i031,3x3x3,6,0.3519,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,39,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,14543,14502,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T14:54:57.456389+00:00,rubiks,25,6,False,0,16965,264.7079529762268,Cube not solved,rubiksnom-d06-i025,3x3x3,6,0.463,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,43,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,16341,16292,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T15:02:20.691676+00:00,rubiks,14,6,False,0,32624,438.84237003326416,"Empty model content (finish_reason=length, reasoning_field=present, tokens_used=32624)",rubiksnom-d06-i014,3x3x3,6,,,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,44,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,length,624,32000,32000,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T15:40:03.135463+00:00,rubiks,19,6,False,0,7910,121.15714311599731,Cube not solved,rubiksnom-d06-i019,3x3x3,5,0.2037,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,59,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,7286,7245,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T15:51:55.161731+00:00,rubiks,35,6,False,0,10021,157.72287011146545,Cube not solved,rubiksnom-d06-i035,3x3x3,6,0.3333,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,63,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,9397,9322,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T16:17:51.165438+00:00,rubiks,10,6,False,0,14427,234.9110050201416,Cube not solved,rubiksnom-d06-i010,3x3x3,6,0.2037,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,71,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,13803,13753,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T17:25:53.589897+00:00,rubiks,23,6,False,0,13653,244.68874382972717,Cube not solved,rubiksnom-d06-i023,3x3x3,6,0.2963,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,94,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,13029,12948,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T17:48:52.286331+00:00,rubiks,12,6,False,0,13792,222.4915120601654,Cube not solved,rubiksnom-d06-i012,3x3x3,6,0.463,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,100,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,13168,13127,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
