timestamp,benchmark,test_id,difficulty,success,num_moves,tokens_used,time_seconds,error,instance_id,size,complexity,similarity,parse_mode,lenient_rescue,model_id,model_tag,reasoning,temperature,backend,block_index,arm_order,schedule_hash,run_config_hash,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,requested_max_tokens,requested_reasoning,retries,retry_errors,response_model,provider,system_fingerprint
2026-07-30T13:03:16.242055+00:00,rubiks,33,4,True,4,13065,195.19653034210205,,rubiksnom-d04-i033,3x3x3,4,1.0,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,1,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,12441,12430,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T14:08:23.120408+00:00,rubiks,32,4,False,0,6610,143.27701926231384,Cube not solved,rubiksnom-d04-i032,3x3x3,2,0.7778,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,29,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,5986,5976,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T14:20:27.054037+00:00,rubiks,47,4,False,0,8380,126.93196678161621,Cube not solved,rubiksnom-d04-i047,3x3x3,4,0.9259,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,32,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,7756,7744,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T14:31:01.307654+00:00,rubiks,46,4,False,0,14131,183.4703688621521,Cube not solved,rubiksnom-d04-i046,3x3x3,4,0.3889,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,36,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,13507,13466,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T14:41:33.176379+00:00,rubiks,38,4,False,0,14739,224.012127161026,Cube not solved,rubiksnom-d04-i038,3x3x3,4,0.2963,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,38,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,14115,14026,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T15:18:59.858106+00:00,rubiks,39,4,False,0,13645,282.6556191444397,Cube not solved,rubiksnom-d04-i039,3x3x3,4,0.2963,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,48,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,13021,12948,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T15:37:59.749243+00:00,rubiks,48,4,False,0,10497,158.99599409103394,Cube not solved,rubiksnom-d04-i048,3x3x3,4,0.463,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,58,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,9873,9840,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T16:09:03.498208+00:00,rubiks,30,4,False,0,19953,328.1882507801056,Cube not solved,rubiksnom-d04-i030,3x3x3,4,0.4259,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,68,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,19329,19271,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T16:24:30.831192+00:00,rubiks,1,4,False,0,10643,160.91393399238586,Cube not solved,rubiksnom-d04-i001,3x3x3,4,0.6296,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,73,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,10019,9981,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T16:35:04.490682+00:00,rubiks,22,4,True,4,9246,401.1546232700348,,rubiksnom-d04-i022,3x3x3,4,1.0,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,76,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,8622,8610,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T16:44:52.893939+00:00,rubiks,17,4,False,0,22822,407.48373103141785,Cube not solved,rubiksnom-d04-i017,3x3x3,4,0.7222,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,78,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,22198,22168,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T17:59:34.935523+00:00,rubiks,43,4,False,0,19613,336.42471194267273,Cube not solved,rubiksnom-d04-i043,3x3x3,4,0.463,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,104,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,18989,18975,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T18:09:04.159833+00:00,rubiks,12,4,False,0,12071,194.9106318950653,Cube not solved,rubiksnom-d04-i012,3x3x3,4,0.2593,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,107,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,11447,11394,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T18:45:01.010273+00:00,rubiks,24,4,False,0,14084,236.49874877929688,Cube not solved,rubiksnom-d04-i024,3x3x3,4,0.6296,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,119,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,13460,13447,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T19:03:03.564706+00:00,rubiks,45,4,False,0,17235,261.2065181732178,Cube not solved,rubiksnom-d04-i045,3x3x3,4,0.4259,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,123,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,16611,16574,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T19:15:10.007853+00:00,rubiks,49,4,False,0,19108,306.24777579307556,Cube not solved,rubiksnom-d04-i049,3x3x3,4,0.3333,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,127,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,18484,18462,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T19:25:41.294942+00:00,rubiks,7,4,False,0,11543,190.95325088500977,Cube not solved,rubiksnom-d04-i007,3x3x3,4,0.3333,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,130,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,10919,10876,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T19:47:17.675424+00:00,rubiks,18,4,True,2,7841,123.93870997428894,,rubiksnom-d04-i018,3x3x3,2,1.0,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,141,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,7217,7207,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T19:52:50.407533+00:00,rubiks,25,4,False,0,19289,328.3462793827057,Cube not solved,rubiksnom-d04-i025,3x3x3,4,0.3148,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,142,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,18665,18626,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T20:27:35.278763+00:00,rubiks,13,4,True,4,20319,317.5781478881836,,rubiksnom-d04-i013,3x3x3,4,1.0,strict,,openai/gpt-5.5-20260423,gpt55-reason,True,unset,openrouter,158,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,19695,19682,32000,"{""effort"": ""medium""}",0,,openai/gpt-5.5,OpenAI,
