timestamp,benchmark,test_id,difficulty,success,num_moves,tokens_used,time_seconds,error,instance_id,size,complexity,similarity,parse_mode,lenient_rescue,model_id,model_tag,reasoning,temperature,backend,block_index,arm_order,schedule_hash,run_config_hash,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,requested_max_tokens,requested_reasoning,retries,retry_errors,response_model,provider,system_fingerprint
2026-07-30T13:09:16.355379+00:00,rubiks,45,6,False,0,667,2.1617648601531982,Cube not solved,rubiksnom-d06-i045,3x3x3,6,0.2593,strict,,openai/gpt-5.5-20260423,gpt55-base,False,unset,openrouter,2,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,43,0,32000,"{""effort"": ""none""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T13:15:05.691488+00:00,rubiks,27,6,False,0,668,2.430561065673828,Cube not solved,rubiksnom-d06-i027,3x3x3,5,0.3148,strict,,openai/gpt-5.5-20260423,gpt55-base,False,unset,openrouter,6,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,44,0,32000,"{""effort"": ""none""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T13:57:44.229917+00:00,rubiks,18,6,False,0,668,2.162221670150757,Cube not solved,rubiksnom-d06-i018,3x3x3,6,0.2963,strict,,openai/gpt-5.5-20260423,gpt55-base,False,unset,openrouter,25,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,44,0,32000,"{""effort"": ""none""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T14:12:54.183537+00:00,rubiks,29,6,False,0,664,4.34463095664978,Cube not solved,rubiksnom-d06-i029,3x3x3,6,0.2593,strict,,openai/gpt-5.5-20260423,gpt55-base,False,unset,openrouter,30,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,40,0,32000,"{""effort"": ""none""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T14:41:35.676843+00:00,rubiks,31,6,False,0,668,2.499494791030884,Cube not solved,rubiksnom-d06-i031,3x3x3,6,0.2963,strict,,openai/gpt-5.5-20260423,gpt55-base,False,unset,openrouter,39,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,44,0,32000,"{""effort"": ""none""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T14:54:59.777860+00:00,rubiks,25,6,False,0,667,2.320463180541992,Cube not solved,rubiksnom-d06-i025,3x3x3,6,0.3148,strict,,openai/gpt-5.5-20260423,gpt55-base,False,unset,openrouter,43,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,43,0,32000,"{""effort"": ""none""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T14:55:01.848309+00:00,rubiks,14,6,False,0,681,2.068368911743164,Cube not solved,rubiksnom-d06-i014,3x3x3,6,0.2778,strict,,openai/gpt-5.5-20260423,gpt55-base,False,unset,openrouter,44,base-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,57,0,32000,"{""effort"": ""none""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T15:40:05.296820+00:00,rubiks,19,6,False,0,667,2.160609006881714,Cube not solved,rubiksnom-d06-i019,3x3x3,5,0.2963,strict,,openai/gpt-5.5-20260423,gpt55-base,False,unset,openrouter,59,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,43,0,32000,"{""effort"": ""none""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T15:51:59.442123+00:00,rubiks,35,6,False,0,709,4.279492139816284,Cube not solved,rubiksnom-d06-i035,3x3x3,6,0.2778,strict,,openai/gpt-5.5-20260423,gpt55-base,False,unset,openrouter,63,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,85,0,32000,"{""effort"": ""none""}",0,,openai/gpt-5.5,OpenAI,
2026-07-30T16:17:53.993828+00:00,rubiks,10,6,False,0,668,2.827420949935913,Cube not solved,rubiksnom-d06-i010,3x3x3,6,0.2222,strict,,openai/gpt-5.5-20260423,gpt55-base,False,unset,openrouter,71,reason-first,fd2d98bc19145d78cd01bd6d15d026b0c750bd212053a5be39c7e04cc1096949,ce940593d9dd4a6b0887abccbe31ae381738ee88ec88defa94f23175d1796946,stop,624,44,0,32000,"{""effort"": ""none""}",0,,openai/gpt-5.5,OpenAI,
